Município,UF,Região,Fabricante,Doses Aplicadas,Dose 1,Dose 2
Alexandria,RN,Nordeste,FIOCRUZ/ASTRAZENECA,6039,5452,587
Alexandria,RN,Nordeste,BUTANTAN/SINOVAC,5231,2774,2457
Alexandria,RN,Nordeste,PFIZER/BIONTECH,792,791,1
Alexandria,RN,Nordeste,JANSSEN,149,0,0
Alexânia,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,7881,7408,473
Alexânia,GO,Centro-Oeste,BUTANTAN/SINOVAC,4841,2779,2062
Alexânia,GO,Centro-Oeste,PFIZER/BIONTECH,1170,1166,4
Alexânia,GO,Centro-Oeste,JANSSEN,465,0,0
Alfenas,MG,Sudeste,BUTANTAN/SINOVAC,9247,7517,1730
Alfenas,MG,Sudeste,FIOCRUZ/ASTRAZENECA,4335,4331,4
Alfenas,MG,Sudeste,PFIZER/BIONTECH,225,225,0
Alfredo Chaves,ES,Sudeste,BUTANTAN/SINOVAC,4902,2514,2388
Alfredo Chaves,ES,Sudeste,FIOCRUZ/ASTRAZENECA,3725,3408,317
Alfredo Chaves,ES,Sudeste,PFIZER/BIONTECH,1055,1055,0
Alfredo Chaves,ES,Sudeste,JANSSEN,216,0,0
Alfredo Marcondes,SP,Sudeste,BUTANTAN/SINOVAC,1668,869,799
Alfredo Marcondes,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1464,1323,141
Alfredo Marcondes,SP,Sudeste,PFIZER/BIONTECH,235,235,0
Alfredo Marcondes,SP,Sudeste,JANSSEN,73,0,0
Alfredo Vasconcelos,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1822,1334,488
Alfredo Vasconcelos,MG,Sudeste,BUTANTAN/SINOVAC,1162,686,476
Alfredo Vasconcelos,MG,Sudeste,PFIZER/BIONTECH,157,157,0
Alfredo Vasconcelos,MG,Sudeste,JANSSEN,33,0,0
Alfredo Wagner,SC,Sul,FIOCRUZ/ASTRAZENECA,2338,2087,251
Alfredo Wagner,SC,Sul,BUTANTAN/SINOVAC,2217,1189,1028
Alfredo Wagner,SC,Sul,PFIZER/BIONTECH,440,440,0
Alfredo Wagner,SC,Sul,JANSSEN,26,0,0
Algodão De Jandaíra,PB,Nordeste,BUTANTAN/SINOVAC,636,339,297
Algodão De Jandaíra,PB,Nordeste,FIOCRUZ/ASTRAZENECA,450,411,39
Algodão De Jandaíra,PB,Nordeste,PFIZER/BIONTECH,101,101,0
Algodão De Jandaíra,PB,Nordeste,JANSSEN,38,0,0
Alhandra,PB,Nordeste,FIOCRUZ/ASTRAZENECA,2785,2636,149
Alhandra,PB,Nordeste,BUTANTAN/SINOVAC,2489,1453,1036
Alhandra,PB,Nordeste,PFIZER/BIONTECH,482,482,0
Alhandra,PB,Nordeste,JANSSEN,130,0,0
Aliança,PE,Nordeste,FIOCRUZ/ASTRAZENECA,8306,7759,547
Aliança,PE,Nordeste,BUTANTAN/SINOVAC,5993,3066,2927
Aliança,PE,Nordeste,PFIZER/BIONTECH,1985,1985,0
Aliança Do Tocantins,TO,Norte,BUTANTAN/SINOVAC,1469,819,650
Aliança Do Tocantins,TO,Norte,FIOCRUZ/ASTRAZENECA,1081,1041,40
Almadina,BA,Nordeste,BUTANTAN/SINOVAC,1591,833,758
Almadina,BA,Nordeste,FIOCRUZ/ASTRAZENECA,1272,1084,188
Almadina,BA,Nordeste,PFIZER/BIONTECH,157,157,0
Almadina,BA,Nordeste,JANSSEN,35,0,0
Almas,TO,Norte,FIOCRUZ/ASTRAZENECA,2014,1950,64
Almas,TO,Norte,BUTANTAN/SINOVAC,1357,724,633
Almeirim,PA,Norte,FIOCRUZ/ASTRAZENECA,7116,5077,2039
Almeirim,PA,Norte,BUTANTAN/SINOVAC,1673,923,750
Almenara,MG,Sudeste,FIOCRUZ/ASTRAZENECA,9429,8595,834
Almenara,MG,Sudeste,BUTANTAN/SINOVAC,8954,4712,4242
Almenara,MG,Sudeste,PFIZER/BIONTECH,2128,2128,0
Almenara,MG,Sudeste,JANSSEN,66,0,0
Almino Afonso,RN,Nordeste,BUTANTAN/SINOVAC,1349,705,644
Almino Afonso,RN,Nordeste,FIOCRUZ/ASTRAZENECA,1197,1092,105
Almino Afonso,RN,Nordeste,PFIZER/BIONTECH,184,184,0
Almino Afonso,RN,Nordeste,JANSSEN,58,0,0
Almirante Tamandaré,PR,Sul,FIOCRUZ/ASTRAZENECA,17914,17260,654
Almirante Tamandaré,PR,Sul,BUTANTAN/SINOVAC,14651,7609,7042
Almirante Tamandaré,PR,Sul,PFIZER/BIONTECH,6225,6221,4
Almirante Tamandaré,PR,Sul,JANSSEN,1205,0,0
Almirante Tamandaré Do Sul,RS,Sul,FIOCRUZ/ASTRAZENECA,677,561,116
Almirante Tamandaré Do Sul,RS,Sul,BUTANTAN/SINOVAC,651,329,322
Almirante Tamandaré Do Sul,RS,Sul,PFIZER/BIONTECH,156,156,0
Almirante Tamandaré Do Sul,RS,Sul,JANSSEN,49,0,0
Aloândia,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,925,791,134
Aloândia,GO,Centro-Oeste,BUTANTAN/SINOVAC,614,319,295
Aloândia,GO,Centro-Oeste,PFIZER/BIONTECH,29,29,0
Aloândia,GO,Centro-Oeste,JANSSEN,10,0,0
Alpercata,MG,Sudeste,BUTANTAN/SINOVAC,1793,960,833
Alpercata,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1596,1474,122
Alpercata,MG,Sudeste,PFIZER/BIONTECH,294,294,0
Alpercata,MG,Sudeste,JANSSEN,25,0,0
Alpestre,RS,Sul,BUTANTAN/SINOVAC,2013,1077,936
Alpestre,RS,Sul,FIOCRUZ/ASTRAZENECA,1922,1759,163
Alpestre,RS,Sul,PFIZER/BIONTECH,353,351,2
Alpestre,RS,Sul,JANSSEN,40,0,0
Alpinópolis,MG,Sudeste,FIOCRUZ/ASTRAZENECA,4585,4253,332
Alpinópolis,MG,Sudeste,BUTANTAN/SINOVAC,4071,2055,2016
Alpinópolis,MG,Sudeste,PFIZER/BIONTECH,237,237,0
Alpinópolis,MG,Sudeste,JANSSEN,52,0,0
Alta Floresta,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,10206,8561,1645
Alta Floresta,MT,Centro-Oeste,BUTANTAN/SINOVAC,7505,4054,3451
Alta Floresta,MT,Centro-Oeste,PFIZER/BIONTECH,1404,1393,11
Alta Floresta,MT,Centro-Oeste,JANSSEN,353,0,0
Alta Floresta D'Oeste,RO,Norte,BUTANTAN/SINOVAC,5391,2971,2420
Alta Floresta D'Oeste,RO,Norte,FIOCRUZ/ASTRAZENECA,4571,3892,679
Alta Floresta D'Oeste,RO,Norte,PFIZER/BIONTECH,648,648,0
Alta Floresta D'Oeste,RO,Norte,JANSSEN,130,0,0
Altair,SP,Sudeste,FIOCRUZ/ASTRAZENECA,958,869,89
Altair,SP,Sudeste,BUTANTAN/SINOVAC,917,511,406
Altair,SP,Sudeste,PFIZER/BIONTECH,233,233,0
Altair,SP,Sudeste,JANSSEN,19,0,0
Altamira,PA,Norte,FIOCRUZ/ASTRAZENECA,24911,18747,6164
Altamira,PA,Norte,BUTANTAN/SINOVAC,16625,9041,7584
Altamira,PA,Norte,PFIZER/BIONTECH,2148,2145,3
Altamira Do Maranhão,MA,Nordeste,FIOCRUZ/ASTRAZENECA,1557,1461,96
Altamira Do Maranhão,MA,Nordeste,BUTANTAN/SINOVAC,1168,636,532
Altamira Do Paraná,PR,Sul,FIOCRUZ/ASTRAZENECA,1303,1220,83
Altamira Do Paraná,PR,Sul,BUTANTAN/SINOVAC,619,346,273
Altamira Do Paraná,PR,Sul,JANSSEN,27,0,0
Altamira Do Paraná,PR,Sul,PFIZER/BIONTECH,12,12,0
Altaneira,CE,Nordeste,BUTANTAN/SINOVAC,2017,955,1062
Altaneira,CE,Nordeste,FIOCRUZ/ASTRAZENECA,1809,1640,169
Altaneira,CE,Nordeste,PFIZER/BIONTECH,5,5,0
Alterosa,MG,Sudeste,FIOCRUZ/ASTRAZENECA,5014,4645,369
Alterosa,MG,Sudeste,BUTANTAN/SINOVAC,3064,1822,1242
Alterosa,MG,Sudeste,PFIZER/BIONTECH,476,476,0
Alterosa,MG,Sudeste,JANSSEN,97,0,0
Altinho,PE,Nordeste,FIOCRUZ/ASTRAZENECA,6780,6036,744
Altinho,PE,Nordeste,BUTANTAN/SINOVAC,4597,2360,2237
Altinho,PE,Nordeste,PFIZER/BIONTECH,780,778,2
Altinópolis,SP,Sudeste,FIOCRUZ/ASTRAZENECA,5080,4650,430
Altinópolis,SP,Sudeste,BUTANTAN/SINOVAC,4690,2569,2121
Altinópolis,SP,Sudeste,PFIZER/BIONTECH,681,681,0
Altinópolis,SP,Sudeste,JANSSEN,103,0,0
Alto Alegre,RR,Norte,BUTANTAN/SINOVAC,8184,4663,3521
Alto Alegre,RR,Norte,FIOCRUZ/ASTRAZENECA,2800,2795,5
Alto Alegre,SP,Sudeste,BUTANTAN/SINOVAC,1702,937,765
Alto Alegre,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1320,1143,177
Alto Alegre,SP,Sudeste,PFIZER/BIONTECH,209,209,0
Alto Alegre,SP,Sudeste,JANSSEN,90,0,0
Alto Alegre,RS,Sul,FIOCRUZ/ASTRAZENECA,606,425,181
Alto Alegre,RS,Sul,BUTANTAN/SINOVAC,582,308,274
Alto Alegre,RS,Sul,PFIZER/BIONTECH,126,126,0
Alto Alegre,RS,Sul,JANSSEN,20,0,0
Alto Alegre Do Maranhão,MA,Nordeste,FIOCRUZ/ASTRAZENECA,5891,5598,293
Alto Alegre Do Maranhão,MA,Nordeste,BUTANTAN/SINOVAC,3211,1858,1353
Alto Alegre Do Pindaré,MA,Nordeste,FIOCRUZ/ASTRAZENECA,6780,6383,397
Alto Alegre Do Pindaré,MA,Nordeste,BUTANTAN/SINOVAC,6227,3609,2618
Alto Alegre Do Pindaré,MA,Nordeste,JANSSEN,225,0,0
Alto Alegre Dos Parecis,RO,Norte,BUTANTAN/SINOVAC,2104,1204,900
Alto Alegre Dos Parecis,RO,Norte,FIOCRUZ/ASTRAZENECA,1925,1833,92
Alto Alegre Dos Parecis,RO,Norte,PFIZER/BIONTECH,474,474,0
Alto Alegre Dos Parecis,RO,Norte,JANSSEN,226,0,0
Alto Araguaia,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,4086,3840,246
Alto Araguaia,MT,Centro-Oeste,BUTANTAN/SINOVAC,3276,1791,1485
Alto Araguaia,MT,Centro-Oeste,PFIZER/BIONTECH,127,127,0
Alto Bela Vista,SC,Sul,BUTANTAN/SINOVAC,713,382,331
Alto Bela Vista,SC,Sul,FIOCRUZ/ASTRAZENECA,705,610,95
Alto Bela Vista,SC,Sul,PFIZER/BIONTECH,97,97,0
Alto Bela Vista,SC,Sul,JANSSEN,20,0,0
Alto Boa Vista,MT,Centro-Oeste,BUTANTAN/SINOVAC,1978,1055,923
Alto Boa Vista,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1017,935,82
Alto Boa Vista,MT,Centro-Oeste,PFIZER/BIONTECH,102,102,0
Alto Caparaó,MG,Sudeste,BUTANTAN/SINOVAC,1161,635,526
Alto Caparaó,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1100,991,109
Alto Caparaó,MG,Sudeste,PFIZER/BIONTECH,252,252,0
Alto Caparaó,MG,Sudeste,JANSSEN,30,0,0
Alto Do Rodrigues,RN,Nordeste,FIOCRUZ/ASTRAZENECA,3367,3205,162
Alto Do Rodrigues,RN,Nordeste,BUTANTAN/SINOVAC,2150,1148,1002
Alto Do Rodrigues,RN,Nordeste,PFIZER/BIONTECH,822,822,0
Alto Do Rodrigues,RN,Nordeste,JANSSEN,151,0,0
Alto Feliz,RS,Sul,FIOCRUZ/ASTRAZENECA,1500,1271,229
Alto Feliz,RS,Sul,BUTANTAN/SINOVAC,1456,727,729
Alto Feliz,RS,Sul,PFIZER/BIONTECH,128,128,0
Alto Garças,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2584,2457,127
Alto Garças,MT,Centro-Oeste,BUTANTAN/SINOVAC,2188,1125,1063
Alto Garças,MT,Centro-Oeste,PFIZER/BIONTECH,370,370,0
Alto Garças,MT,Centro-Oeste,JANSSEN,42,0,0
Alto Horizonte,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1741,1477,264
Alto Horizonte,GO,Centro-Oeste,BUTANTAN/SINOVAC,1145,645,500
Alto Horizonte,GO,Centro-Oeste,PFIZER/BIONTECH,222,222,0
Alto Jequitibá,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2096,1887,209
Alto Jequitibá,MG,Sudeste,BUTANTAN/SINOVAC,1930,1027,903
Alto Jequitibá,MG,Sudeste,PFIZER/BIONTECH,244,244,0
Alto Longá,PI,Nordeste,FIOCRUZ/ASTRAZENECA,3291,2807,484
Alto Longá,PI,Nordeste,BUTANTAN/SINOVAC,2731,1440,1291
Alto Longá,PI,Nordeste,PFIZER/BIONTECH,420,420,0
Alto Longá,PI,Nordeste,JANSSEN,71,0,0
Alto Paraguai,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1773,1509,264
Alto Paraguai,MT,Centro-Oeste,BUTANTAN/SINOVAC,1608,865,743
Alto Paraguai,MT,Centro-Oeste,PFIZER/BIONTECH,97,97,0
Alto Paraguai,MT,Centro-Oeste,JANSSEN,81,0,0
Alto Paraíso,RO,Norte,BUTANTAN/SINOVAC,3193,1796,1397
Alto Paraíso,RO,Norte,FIOCRUZ/ASTRAZENECA,2886,2814,72
Alto Paraíso,RO,Norte,PFIZER/BIONTECH,390,390,0
Alto Paraíso,RO,Norte,JANSSEN,84,0,0
Alto Paraíso,PR,Sul,FIOCRUZ/ASTRAZENECA,1267,1210,57
Alto Paraíso,PR,Sul,BUTANTAN/SINOVAC,673,394,279
Alto Paraíso,PR,Sul,JANSSEN,33,0,0
Alto Paraíso,PR,Sul,PFIZER/BIONTECH,30,30,0
Alto Paraíso De Goiás,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2176,1868,308
Alto Paraíso De Goiás,GO,Centro-Oeste,BUTANTAN/SINOVAC,1452,759,693
Alto Paraíso De Goiás,GO,Centro-Oeste,PFIZER/BIONTECH,170,170,0
Alto Paraná,PR,Sul,FIOCRUZ/ASTRAZENECA,4015,3800,215
Alto Paraná,PR,Sul,BUTANTAN/SINOVAC,2814,1461,1353
Alto Paraná,PR,Sul,PFIZER/BIONTECH,501,501,0
Alto Paraná,PR,Sul,JANSSEN,69,0,0
Alto Parnaíba,MA,Nordeste,FIOCRUZ/ASTRAZENECA,2126,1941,185
Alto Parnaíba,MA,Nordeste,BUTANTAN/SINOVAC,1474,837,637
Alto Piquiri,PR,Sul,FIOCRUZ/ASTRAZENECA,2460,2219,241
Alto Piquiri,PR,Sul,BUTANTAN/SINOVAC,2293,1199,1094
Alto Piquiri,PR,Sul,PFIZER/BIONTECH,338,338,0
Alto Piquiri,PR,Sul,JANSSEN,89,0,0
Alto Rio Doce,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3998,3249,749
Alto Rio Doce,MG,Sudeste,BUTANTAN/SINOVAC,2920,1489,1431
Alto Rio Doce,MG,Sudeste,PFIZER/BIONTECH,131,131,0
Alto Rio Novo,ES,Sudeste,BUTANTAN/SINOVAC,2073,1069,1004
Alto Rio Novo,ES,Sudeste,FIOCRUZ/ASTRAZENECA,1993,1878,115
Alto Rio Novo,ES,Sudeste,PFIZER/BIONTECH,510,510,0
Alto Rio Novo,ES,Sudeste,JANSSEN,265,0,0
Alto Santo,CE,Nordeste,BUTANTAN/SINOVAC,3082,1571,1511
Alto Santo,CE,Nordeste,FIOCRUZ/ASTRAZENECA,2473,2162,311
Alto Santo,CE,Nordeste,PFIZER/BIONTECH,85,85,0
Alto Santo,CE,Nordeste,JANSSEN,11,0,0
Alto Taquari,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1794,1699,95
Alto Taquari,MT,Centro-Oeste,BUTANTAN/SINOVAC,1212,648,564
Alto Taquari,MT,Centro-Oeste,PFIZER/BIONTECH,286,286,0
Altônia,PR,Sul,FIOCRUZ/ASTRAZENECA,6157,5588,569
Altônia,PR,Sul,BUTANTAN/SINOVAC,5192,2710,2482
Altônia,PR,Sul,PFIZER/BIONTECH,1189,1189,0
Altônia,PR,Sul,JANSSEN,158,0,0
Altos,PI,Nordeste,FIOCRUZ/ASTRAZENECA,9953,9318,635
Altos,PI,Nordeste,BUTANTAN/SINOVAC,6688,3664,3024
Altos,PI,Nordeste,PFIZER/BIONTECH,258,258,0
Altos,PI,Nordeste,JANSSEN,174,0,0
Alumínio,SP,Sudeste,FIOCRUZ/ASTRAZENECA,4526,4207,319
Alumínio,SP,Sudeste,BUTANTAN/SINOVAC,3083,1692,1391
Alumínio,SP,Sudeste,PFIZER/BIONTECH,772,772,0
Alumínio,SP,Sudeste,JANSSEN,212,0,0
Alvarães,AM,Norte,FIOCRUZ/ASTRAZENECA,3218,2628,590
Alvarães,AM,Norte,BUTANTAN/SINOVAC,3020,1539,1481
Alvarenga,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1430,1330,100
Alvarenga,MG,Sudeste,BUTANTAN/SINOVAC,1114,574,540
Alvarenga,MG,Sudeste,PFIZER/BIONTECH,60,60,0
Alvarenga,MG,Sudeste,JANSSEN,18,0,0
Álvares Florence,SP,Sudeste,BUTANTAN/SINOVAC,1503,852,651
Álvares Florence,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1264,1125,139
Álvares Florence,SP,Sudeste,PFIZER/BIONTECH,227,227,0
Álvares Florence,SP,Sudeste,JANSSEN,33,0,0
Álvares Machado,SP,Sudeste,FIOCRUZ/ASTRAZENECA,6557,6127,430
Álvares Machado,SP,Sudeste,BUTANTAN/SINOVAC,6398,3633,2765
Álvares Machado,SP,Sudeste,PFIZER/BIONTECH,1110,1110,0
Álvares Machado,SP,Sudeste,JANSSEN,523,0,0
Álvaro De Carvalho,SP,Sudeste,BUTANTAN/SINOVAC,1769,955,814
Álvaro De Carvalho,SP,Sudeste,FIOCRUZ/ASTRAZENECA,938,872,66
Álvaro De Carvalho,SP,Sudeste,PFIZER/BIONTECH,251,251,0
Álvaro De Carvalho,SP,Sudeste,JANSSEN,29,0,0
Alvinlândia,SP,Sudeste,BUTANTAN/SINOVAC,850,464,386
Alvinlândia,SP,Sudeste,FIOCRUZ/ASTRAZENECA,806,719,87
Alvinlândia,SP,Sudeste,PFIZER/BIONTECH,133,133,0
Alvinlândia,SP,Sudeste,JANSSEN,22,0,0
Alvinópolis,MG,Sudeste,BUTANTAN/SINOVAC,3943,2072,1871
Alvinópolis,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3527,3198,329
Alvinópolis,MG,Sudeste,PFIZER/BIONTECH,332,332,0
Alvinópolis,MG,Sudeste,JANSSEN,72,0,0
Alvorada,TO,Norte,BUTANTAN/SINOVAC,1844,1088,756
Alvorada,TO,Norte,FIOCRUZ/ASTRAZENECA,1691,1599,92
Alvorada,RS,Sul,FIOCRUZ/ASTRAZENECA,52543,49929,2614
Alvorada,RS,Sul,BUTANTAN/SINOVAC,38919,20167,18752
Alvorada,RS,Sul,PFIZER/BIONTECH,12193,11134,1059
Alvorada,RS,Sul,JANSSEN,2516,0,0
Alvorada D'Oeste,RO,Norte,BUTANTAN/SINOVAC,3028,1621,1407
Alvorada D'Oeste,RO,Norte,FIOCRUZ/ASTRAZENECA,2590,2501,89
Alvorada D'Oeste,RO,Norte,PFIZER/BIONTECH,662,637,25
Alvorada D'Oeste,RO,Norte,JANSSEN,116,0,0
Alvorada De Minas,MG,Sudeste,FIOCRUZ/ASTRAZENECA,951,865,86
Alvorada De Minas,MG,Sudeste,BUTANTAN/SINOVAC,771,417,354
Alvorada De Minas,MG,Sudeste,PFIZER/BIONTECH,83,83,0
Alvorada De Minas,MG,Sudeste,JANSSEN,28,0,0
Alvorada Do Gurguéia,PI,Nordeste,FIOCRUZ/ASTRAZENECA,1294,1224,70
Alvorada Do Gurguéia,PI,Nordeste,BUTANTAN/SINOVAC,1100,621,479
Alvorada Do Gurguéia,PI,Nordeste,PFIZER/BIONTECH,125,125,0
Alvorada Do Gurguéia,PI,Nordeste,JANSSEN,30,0,0
Alvorada Do Norte,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2894,2415,479
Alvorada Do Norte,GO,Centro-Oeste,BUTANTAN/SINOVAC,1119,730,389
Alvorada Do Sul,PR,Sul,FIOCRUZ/ASTRAZENECA,2949,2762,187
Alvorada Do Sul,PR,Sul,BUTANTAN/SINOVAC,2529,1323,1206
Alvorada Do Sul,PR,Sul,PFIZER/BIONTECH,136,136,0
Alvorada Do Sul,PR,Sul,JANSSEN,21,0,0
Amajari,RR,Norte,BUTANTAN/SINOVAC,6315,3446,2869
Amajari,RR,Norte,FIOCRUZ/ASTRAZENECA,1105,1102,3
Amambai,MS,Centro-Oeste,BUTANTAN/SINOVAC,21940,11990,9950
Amambai,MS,Centro-Oeste,FIOCRUZ/ASTRAZENECA,11710,10128,1582
Amambai,MS,Centro-Oeste,PFIZER/BIONTECH,2045,2044,1
Amambai,MS,Centro-Oeste,JANSSEN,1065,0,0
Amapá,AP,Norte,BUTANTAN/SINOVAC,1382,712,670
Amapá,AP,Norte,FIOCRUZ/ASTRAZENECA,1339,1270,69
Amapá,AP,Norte,PFIZER/BIONTECH,252,252,0
Amapá Do Maranhão,MA,Nordeste,FIOCRUZ/ASTRAZENECA,1225,1091,134
Amapá Do Maranhão,MA,Nordeste,BUTANTAN/SINOVAC,1136,595,541
Amaporã,PR,Sul,FIOCRUZ/ASTRAZENECA,1743,1607,136
Amaporã,PR,Sul,BUTANTAN/SINOVAC,931,511,420
Amaporã,PR,Sul,PFIZER/BIONTECH,165,164,1
Amaporã,PR,Sul,JANSSEN,40,0,0
Amaraji,PE,Nordeste,FIOCRUZ/ASTRAZENECA,3794,3612,182
Amaraji,PE,Nordeste,BUTANTAN/SINOVAC,2536,1408,1128
Amaraji,PE,Nordeste,PFIZER/BIONTECH,715,715,0
Amaral Ferrador,RS,Sul,BUTANTAN/SINOVAC,1455,734,721
Amaral Ferrador,RS,Sul,FIOCRUZ/ASTRAZENECA,1086,1054,32
Amaral Ferrador,RS,Sul,PFIZER/BIONTECH,322,322,0
Amaral Ferrador,RS,Sul,JANSSEN,29,0,0
Amaralina,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,980,920,60
Amaralina,GO,Centro-Oeste,BUTANTAN/SINOVAC,743,461,282
Amarante,PI,Nordeste,FIOCRUZ/ASTRAZENECA,5776,5096,680
Amarante,PI,Nordeste,BUTANTAN/SINOVAC,4748,2403,2345
Amarante,PI,Nordeste,PFIZER/BIONTECH,846,840,6
Amarante,PI,Nordeste,JANSSEN,138,0,0
Amarante Do Maranhão,MA,Nordeste,BUTANTAN/SINOVAC,7529,4193,3336
Amarante Do Maranhão,MA,Nordeste,FIOCRUZ/ASTRAZENECA,6307,5875,432
Amargosa,BA,Nordeste,FIOCRUZ/ASTRAZENECA,7909,6666,1243
Amargosa,BA,Nordeste,BUTANTAN/SINOVAC,7796,4179,3617
Amargosa,BA,Nordeste,PFIZER/BIONTECH,1471,1469,2
Amaturá,AM,Norte,BUTANTAN/SINOVAC,1900,1496,404
Amélia Rodrigues,BA,Nordeste,FIOCRUZ/ASTRAZENECA,5365,4605,760
Amélia Rodrigues,BA,Nordeste,BUTANTAN/SINOVAC,4481,2442,2039
Amélia Rodrigues,BA,Nordeste,PFIZER/BIONTECH,1203,1198,5
América Dourada,BA,Nordeste,FIOCRUZ/ASTRAZENECA,7288,6303,985
América Dourada,BA,Nordeste,BUTANTAN/SINOVAC,2805,1455,1350
América Dourada,BA,Nordeste,PFIZER/BIONTECH,208,206,2
Americana,SP,Sudeste,FIOCRUZ/ASTRAZENECA,67261,61577,5684
Americana,SP,Sudeste,BUTANTAN/SINOVAC,59729,34637,25092
Americana,SP,Sudeste,PFIZER/BIONTECH,12234,12228,6
Americana,SP,Sudeste,JANSSEN,3069,0,0
Americano Do Brasil,GO,Centro-Oeste,BUTANTAN/SINOVAC,903,494,409
Americano Do Brasil,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,749,701,48
Américo Brasiliense,SP,Sudeste,BUTANTAN/SINOVAC,9236,5321,3915
Américo Brasiliense,SP,Sudeste,FIOCRUZ/ASTRAZENECA,9010,8589,421
Américo Brasiliense,SP,Sudeste,PFIZER/BIONTECH,1547,1546,1
Américo Brasiliense,SP,Sudeste,JANSSEN,191,0,0
Américo De Campos,SP,Sudeste,BUTANTAN/SINOVAC,1791,1019,772
Américo De Campos,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1757,1563,194
Américo De Campos,SP,Sudeste,PFIZER/BIONTECH,258,258,0
Américo De Campos,SP,Sudeste,JANSSEN,25,0,0
Ametista Do Sul,RS,Sul,FIOCRUZ/ASTRAZENECA,1925,1702,223
Ametista Do Sul,RS,Sul,BUTANTAN/SINOVAC,1791,933,858
Ametista Do Sul,RS,Sul,PFIZER/BIONTECH,418,418,0
Ametista Do Sul,RS,Sul,JANSSEN,45,0,0
Amontada,CE,Nordeste,BUTANTAN/SINOVAC,6137,3269,2868
Amontada,CE,Nordeste,FIOCRUZ/ASTRAZENECA,2750,1857,893
Amontada,CE,Nordeste,PFIZER/BIONTECH,3,1,2
Amorinópolis,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1021,953,68
Amorinópolis,GO,Centro-Oeste,BUTANTAN/SINOVAC,908,478,430
Amorinópolis,GO,Centro-Oeste,PFIZER/BIONTECH,32,32,0
Amparo,PB,Nordeste,BUTANTAN/SINOVAC,582,318,264
Amparo,PB,Nordeste,FIOCRUZ/ASTRAZENECA,445,393,52
Amparo,PB,Nordeste,PFIZER/BIONTECH,105,105,0
Amparo,PB,Nordeste,JANSSEN,10,0,0
Amparo,SP,Sudeste,FIOCRUZ/ASTRAZENECA,22612,20574,2038
Amparo,SP,Sudeste,BUTANTAN/SINOVAC,20382,11535,8847
Amparo,SP,Sudeste,PFIZER/BIONTECH,3122,3121,1
Amparo,SP,Sudeste,JANSSEN,543,0,0
Amparo Da Serra,MG,Sudeste,BUTANTAN/SINOVAC,1251,631,620
Amparo Da Serra,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1193,1123,70
Amparo Da Serra,MG,Sudeste,PFIZER/BIONTECH,60,60,0
Amparo De São Francisco,SE,Nordeste,BUTANTAN/SINOVAC,713,428,285
Amparo De São Francisco,SE,Nordeste,FIOCRUZ/ASTRAZENECA,704,673,31
Amparo De São Francisco,SE,Nordeste,PFIZER/BIONTECH,73,73,0
Ampére,PR,Sul,FIOCRUZ/ASTRAZENECA,4898,4638,260
Ampére,PR,Sul,BUTANTAN/SINOVAC,3857,2153,1704
Ampére,PR,Sul,PFIZER/BIONTECH,1040,1040,0
Ampére,PR,Sul,JANSSEN,85,0,0
Anadia,AL,Nordeste,FIOCRUZ/ASTRAZENECA,4286,3736,550
Anadia,AL,Nordeste,BUTANTAN/SINOVAC,3664,2167,1497
Anagé,BA,Nordeste,BUTANTAN/SINOVAC,5052,2606,2446
Anagé,BA,Nordeste,FIOCRUZ/ASTRAZENECA,3933,3670,263
Anagé,BA,Nordeste,PFIZER/BIONTECH,3,3,0
Anahy,PR,Sul,FIOCRUZ/ASTRAZENECA,1351,1273,78
Anahy,PR,Sul,BUTANTAN/SINOVAC,769,410,359
Anahy,PR,Sul,JANSSEN,70,0,0
Anahy,PR,Sul,PFIZER/BIONTECH,18,18,0
Anajás,PA,Norte,FIOCRUZ/ASTRAZENECA,3316,3004,312
Anajás,PA,Norte,BUTANTAN/SINOVAC,1092,579,513
