Município,UF,Região,Fabricante,Doses Aplicadas,Dose 1,Dose 2
Autazes,AM,Norte,BUTANTAN/SINOVAC,9171,4762,4409
Autazes,AM,Norte,FIOCRUZ/ASTRAZENECA,7627,6256,1371
Barcelos,AM,Norte,BUTANTAN/SINOVAC,8284,4809,3475
Barcelos,AM,Norte,FIOCRUZ/ASTRAZENECA,3040,2570,470
Barreirinha,AM,Norte,FIOCRUZ/ASTRAZENECA,12154,11864,290
Barreirinha,AM,Norte,BUTANTAN/SINOVAC,6249,3566,2683
Benjamin Constant,AM,Norte,BUTANTAN/SINOVAC,13089,7541,5548
Benjamin Constant,AM,Norte,FIOCRUZ/ASTRAZENECA,2159,2119,40
Benjamin Constant,AM,Norte,PFIZER/BIONTECH,2,2,0
Beruri,AM,Norte,BUTANTAN/SINOVAC,1877,1099,778
Beruri,AM,Norte,FIOCRUZ/ASTRAZENECA,499,368,131
Boa Vista Do Ramos,AM,Norte,FIOCRUZ/ASTRAZENECA,8068,6998,1070
Boa Vista Do Ramos,AM,Norte,BUTANTAN/SINOVAC,1941,1038,903
Boca Do Acre,AM,Norte,FIOCRUZ/ASTRAZENECA,6615,5506,1109
Boca Do Acre,AM,Norte,BUTANTAN/SINOVAC,5825,3229,2596
Borba,AM,Norte,BUTANTAN/SINOVAC,5736,2778,2958
Borba,AM,Norte,FIOCRUZ/ASTRAZENECA,5308,4242,1066
Caapiranga,AM,Norte,FIOCRUZ/ASTRAZENECA,3713,3235,478
Caapiranga,AM,Norte,BUTANTAN/SINOVAC,1293,693,600
Canutama,AM,Norte,BUTANTAN/SINOVAC,2200,1275,925
Canutama,AM,Norte,FIOCRUZ/ASTRAZENECA,2192,1967,225
Carauari,AM,Norte,FIOCRUZ/ASTRAZENECA,5079,4029,1050
Carauari,AM,Norte,BUTANTAN/SINOVAC,2636,1477,1159
Careiro,AM,Norte,FIOCRUZ/ASTRAZENECA,10803,9026,1777
Careiro,AM,Norte,BUTANTAN/SINOVAC,4387,2413,1974
Careiro Da Várzea,AM,Norte,FIOCRUZ/ASTRAZENECA,7647,6416,1231
Careiro Da Várzea,AM,Norte,BUTANTAN/SINOVAC,1579,896,683
Coari,AM,Norte,FIOCRUZ/ASTRAZENECA,17826,15217,2609
Coari,AM,Norte,BUTANTAN/SINOVAC,8347,5023,3324
Coari,AM,Norte,PFIZER/BIONTECH,1,1,0
Codajás,AM,Norte,BUTANTAN/SINOVAC,2973,1718,1255
Codajás,AM,Norte,FIOCRUZ/ASTRAZENECA,2252,1739,513
Eirunepé,AM,Norte,BUTANTAN/SINOVAC,3769,2017,1752
Eirunepé,AM,Norte,FIOCRUZ/ASTRAZENECA,3756,3039,717
Envira,AM,Norte,BUTANTAN/SINOVAC,1718,1256,462
Envira,AM,Norte,FIOCRUZ/ASTRAZENECA,1682,1446,236
Fonte Boa,AM,Norte,BUTANTAN/SINOVAC,2431,1359,1072
Fonte Boa,AM,Norte,FIOCRUZ/ASTRAZENECA,2178,1683,495
Fonte Boa,AM,Norte,JANSSEN,1,0,0
Guajará,AM,Norte,FIOCRUZ/ASTRAZENECA,2622,2239,383
Guajará,AM,Norte,BUTANTAN/SINOVAC,1913,1007,906
Humaitá,AM,Norte,FIOCRUZ/ASTRAZENECA,14059,11562,2497
Humaitá,AM,Norte,BUTANTAN/SINOVAC,9433,4943,4490
Ipixuna,AM,Norte,FIOCRUZ/ASTRAZENECA,3648,3220,428
Ipixuna,AM,Norte,BUTANTAN/SINOVAC,1631,983,648
Iranduba,AM,Norte,FIOCRUZ/ASTRAZENECA,22239,20197,2042
Iranduba,AM,Norte,BUTANTAN/SINOVAC,5017,2777,2240
Itacoatiara,AM,Norte,FIOCRUZ/ASTRAZENECA,25925,22153,3772
Itacoatiara,AM,Norte,BUTANTAN/SINOVAC,11656,6430,5226
Itamarati,AM,Norte,FIOCRUZ/ASTRAZENECA,1942,1734,208
Itamarati,AM,Norte,BUTANTAN/SINOVAC,636,322,314
Itapiranga,AM,Norte,BUTANTAN/SINOVAC,1582,826,756
Itapiranga,AM,Norte,FIOCRUZ/ASTRAZENECA,1245,927,318
Japurá,AM,Norte,BUTANTAN/SINOVAC,930,576,354
Japurá,AM,Norte,FIOCRUZ/ASTRAZENECA,546,485,61
Juruá,AM,Norte,BUTANTAN/SINOVAC,809,467,342
Juruá,AM,Norte,FIOCRUZ/ASTRAZENECA,508,493,15
Jutaí,AM,Norte,FIOCRUZ/ASTRAZENECA,486,486,0
Jutaí,AM,Norte,BUTANTAN/SINOVAC,244,202,42
Lábrea,AM,Norte,FIOCRUZ/ASTRAZENECA,10831,9267,1564
Lábrea,AM,Norte,BUTANTAN/SINOVAC,10685,5638,5047
Manacapuru,AM,Norte,FIOCRUZ/ASTRAZENECA,32690,29035,3655
Manacapuru,AM,Norte,BUTANTAN/SINOVAC,9778,5771,4007
Manaquiri,AM,Norte,FIOCRUZ/ASTRAZENECA,6654,5496,1158
Manaquiri,AM,Norte,BUTANTAN/SINOVAC,3287,1770,1517
Manaus,AM,Norte,FIOCRUZ/ASTRAZENECA,651043,532594,118449
Manaus,AM,Norte,BUTANTAN/SINOVAC,425598,229348,196250
Manaus,AM,Norte,PFIZER/BIONTECH,151647,151564,83
Manaus,AM,Norte,JANSSEN,19155,0,0
Manicoré,AM,Norte,FIOCRUZ/ASTRAZENECA,16260,14750,1510
Manicoré,AM,Norte,BUTANTAN/SINOVAC,3958,2176,1782
Maraã,AM,Norte,BUTANTAN/SINOVAC,1804,1006,798
Maraã,AM,Norte,FIOCRUZ/ASTRAZENECA,1347,1064,283
Maués,AM,Norte,FIOCRUZ/ASTRAZENECA,14454,12044,2410
Maués,AM,Norte,BUTANTAN/SINOVAC,10456,5655,4801
Nhamundá,AM,Norte,FIOCRUZ/ASTRAZENECA,8135,7446,689
Nhamundá,AM,Norte,BUTANTAN/SINOVAC,3558,2034,1524
Nova Olinda Do Norte,AM,Norte,FIOCRUZ/ASTRAZENECA,1886,1884,2
Nova Olinda Do Norte,AM,Norte,BUTANTAN/SINOVAC,1450,1019,431
Novo Airão,AM,Norte,FIOCRUZ/ASTRAZENECA,4152,3529,623
Novo Airão,AM,Norte,BUTANTAN/SINOVAC,1926,1092,834
Novo Aripuanã,AM,Norte,FIOCRUZ/ASTRAZENECA,4830,3927,903
Novo Aripuanã,AM,Norte,BUTANTAN/SINOVAC,2409,1275,1134
Parintins,AM,Norte,FIOCRUZ/ASTRAZENECA,23609,19296,4313
Parintins,AM,Norte,BUTANTAN/SINOVAC,11642,6947,4695
Parintins,AM,Norte,PFIZER/BIONTECH,13,10,3
Pauini,AM,Norte,BUTANTAN/SINOVAC,3026,1774,1252
Pauini,AM,Norte,FIOCRUZ/ASTRAZENECA,1799,1500,299
Presidente Figueiredo,AM,Norte,FIOCRUZ/ASTRAZENECA,7095,6139,956
Presidente Figueiredo,AM,Norte,BUTANTAN/SINOVAC,4583,2672,1911
Rio Preto Da Eva,AM,Norte,FIOCRUZ/ASTRAZENECA,4400,3465,935
Rio Preto Da Eva,AM,Norte,BUTANTAN/SINOVAC,2822,1738,1084
Santa Isabel Do Rio Negro,AM,Norte,BUTANTAN/SINOVAC,4856,2600,2256
Santa Isabel Do Rio Negro,AM,Norte,FIOCRUZ/ASTRAZENECA,1349,915,434
Santo Antônio Do Içá,AM,Norte,BUTANTAN/SINOVAC,3915,2864,1051
Santo Antônio Do Içá,AM,Norte,FIOCRUZ/ASTRAZENECA,2999,2830,169
São Gabriel Da Cachoeira,AM,Norte,BUTANTAN/SINOVAC,24143,13776,10367
São Gabriel Da Cachoeira,AM,Norte,FIOCRUZ/ASTRAZENECA,3781,3675,106
São Paulo De Olivença,AM,Norte,BUTANTAN/SINOVAC,8555,6882,1673
São Paulo De Olivença,AM,Norte,FIOCRUZ/ASTRAZENECA,3905,3055,850
São Sebastião Do Uatumã,AM,Norte,FIOCRUZ/ASTRAZENECA,2815,2592,223
São Sebastião Do Uatumã,AM,Norte,BUTANTAN/SINOVAC,1508,818,690
Silves,AM,Norte,FIOCRUZ/ASTRAZENECA,5613,5283,330
Silves,AM,Norte,BUTANTAN/SINOVAC,2010,1124,886
Tabatinga,AM,Norte,BUTANTAN/SINOVAC,12894,8645,4249
Tabatinga,AM,Norte,FIOCRUZ/ASTRAZENECA,3724,3428,296
Tapauá,AM,Norte,BUTANTAN/SINOVAC,663,458,205
Tapauá,AM,Norte,FIOCRUZ/ASTRAZENECA,371,301,70
Tapauá,AM,Norte,PFIZER/BIONTECH,1,1,0
Tefé,AM,Norte,FIOCRUZ/ASTRAZENECA,16884,14133,2751
Tefé,AM,Norte,BUTANTAN/SINOVAC,13417,8491,4926
Tefé,AM,Norte,JANSSEN,1,0,0
Tonantins,AM,Norte,BUTANTAN/SINOVAC,4511,2465,2046
Tonantins,AM,Norte,FIOCRUZ/ASTRAZENECA,3149,2856,293
Uarini,AM,Norte,BUTANTAN/SINOVAC,1884,1153,731
Uarini,AM,Norte,FIOCRUZ/ASTRAZENECA,1352,1165,187
Urucará,AM,Norte,FIOCRUZ/ASTRAZENECA,5275,4587,688
Urucará,AM,Norte,BUTANTAN/SINOVAC,2377,1239,1138
Urucurituba,AM,Norte,BUTANTAN/SINOVAC,1474,853,621
Urucurituba,AM,Norte,FIOCRUZ/ASTRAZENECA,1345,1023,322
Amapá,AP,Norte,BUTANTAN/SINOVAC,1382,712,670
Amapá,AP,Norte,FIOCRUZ/ASTRAZENECA,1161,1092,69
Amapá,AP,Norte,PFIZER/BIONTECH,252,252,0
Calçoene,AP,Norte,BUTANTAN/SINOVAC,1211,621,590
Calçoene,AP,Norte,FIOCRUZ/ASTRAZENECA,1210,1158,52
Calçoene,AP,Norte,PFIZER/BIONTECH,72,72,0
Cutias,AP,Norte,FIOCRUZ/ASTRAZENECA,1580,1534,46
Cutias,AP,Norte,BUTANTAN/SINOVAC,797,412,385
Cutias,AP,Norte,PFIZER/BIONTECH,479,479,0
Ferreira Gomes,AP,Norte,FIOCRUZ/ASTRAZENECA,1547,1497,50
Ferreira Gomes,AP,Norte,BUTANTAN/SINOVAC,1047,552,495
Ferreira Gomes,AP,Norte,PFIZER/BIONTECH,381,381,0
Itaubal,AP,Norte,BUTANTAN/SINOVAC,1008,669,339
Itaubal,AP,Norte,FIOCRUZ/ASTRAZENECA,656,550,106
Itaubal,AP,Norte,PFIZER/BIONTECH,6,6,0
Laranjal Do Jari,AP,Norte,FIOCRUZ/ASTRAZENECA,10255,8505,1750
Laranjal Do Jari,AP,Norte,BUTANTAN/SINOVAC,5736,2892,2844
Laranjal Do Jari,AP,Norte,PFIZER/BIONTECH,2207,2205,2
Laranjal Do Jari,AP,Norte,JANSSEN,78,0,0
Macapá,AP,Norte,BUTANTAN/SINOVAC,75555,41277,34278
Macapá,AP,Norte,FIOCRUZ/ASTRAZENECA,72724,65851,6873
Macapá,AP,Norte,PFIZER/BIONTECH,8937,8929,8
Macapá,AP,Norte,JANSSEN,2722,0,0
Mazagão,AP,Norte,FIOCRUZ/ASTRAZENECA,5797,5531,266
Mazagão,AP,Norte,BUTANTAN/SINOVAC,1926,985,941
Mazagão,AP,Norte,PFIZER/BIONTECH,239,239,0
Oiapoque,AP,Norte,BUTANTAN/SINOVAC,7903,4324,3579
Oiapoque,AP,Norte,FIOCRUZ/ASTRAZENECA,1235,1107,128
Pedra Branca Do Amapari,AP,Norte,BUTANTAN/SINOVAC,2653,1440,1213
Pedra Branca Do Amapari,AP,Norte,FIOCRUZ/ASTRAZENECA,1963,1793,170
Pedra Branca Do Amapari,AP,Norte,PFIZER/BIONTECH,416,403,13
Porto Grande,AP,Norte,BUTANTAN/SINOVAC,2608,1382,1226
Porto Grande,AP,Norte,FIOCRUZ/ASTRAZENECA,1710,1642,68
Porto Grande,AP,Norte,PFIZER/BIONTECH,628,627,1
Pracuúba,AP,Norte,BUTANTAN/SINOVAC,606,308,298
Pracuúba,AP,Norte,FIOCRUZ/ASTRAZENECA,220,202,18
Pracuúba,AP,Norte,PFIZER/BIONTECH,145,145,0
Santana,AP,Norte,FIOCRUZ/ASTRAZENECA,25772,23097,2675
Santana,AP,Norte,BUTANTAN/SINOVAC,19817,10771,9046
Santana,AP,Norte,PFIZER/BIONTECH,4548,4539,9
Santana,AP,Norte,JANSSEN,702,0,0
Serra Do Navio,AP,Norte,FIOCRUZ/ASTRAZENECA,1306,1296,10
Serra Do Navio,AP,Norte,BUTANTAN/SINOVAC,828,461,367
Serra Do Navio,AP,Norte,PFIZER/BIONTECH,88,88,0
Tartarugalzinho,AP,Norte,BUTANTAN/SINOVAC,2081,1125,956
Tartarugalzinho,AP,Norte,FIOCRUZ/ASTRAZENECA,1760,1656,104
Tartarugalzinho,AP,Norte,PFIZER/BIONTECH,502,501,1
Vitória Do Jari,AP,Norte,FIOCRUZ/ASTRAZENECA,2723,2284,439
Vitória Do Jari,AP,Norte,BUTANTAN/SINOVAC,1606,824,782
Vitória Do Jari,AP,Norte,PFIZER/BIONTECH,495,495,0
Abaíra,BA,Nordeste,FIOCRUZ/ASTRAZENECA,4037,3492,545
Abaíra,BA,Nordeste,BUTANTAN/SINOVAC,2952,1518,1434
Abaíra,BA,Nordeste,PFIZER/BIONTECH,179,179,0
Abaíra,BA,Nordeste,JANSSEN,15,0,0
Abaré,BA,Nordeste,BUTANTAN/SINOVAC,4984,2627,2357
Abaré,BA,Nordeste,FIOCRUZ/ASTRAZENECA,4129,3540,589
Abaré,BA,Nordeste,PFIZER/BIONTECH,690,687,3
Acajutiba,BA,Nordeste,BUTANTAN/SINOVAC,1177,508,669
Acajutiba,BA,Nordeste,FIOCRUZ/ASTRAZENECA,1121,888,233
Acajutiba,BA,Nordeste,PFIZER/BIONTECH,40,40,0
Adustina,BA,Nordeste,FIOCRUZ/ASTRAZENECA,5098,4511,587
Adustina,BA,Nordeste,BUTANTAN/SINOVAC,3308,1769,1539
Adustina,BA,Nordeste,PFIZER/BIONTECH,498,498,0
Adustina,BA,Nordeste,JANSSEN,20,0,0
Água Fria,BA,Nordeste,BUTANTAN/SINOVAC,2787,1700,1087
Água Fria,BA,Nordeste,FIOCRUZ/ASTRAZENECA,1084,1078,6
Água Fria,BA,Nordeste,PFIZER/BIONTECH,231,231,0
Aiquara,BA,Nordeste,FIOCRUZ/ASTRAZENECA,1254,1076,178
Aiquara,BA,Nordeste,BUTANTAN/SINOVAC,1228,653,575
Aiquara,BA,Nordeste,PFIZER/BIONTECH,219,219,0
Aiquara,BA,Nordeste,JANSSEN,33,0,0
Alagoinhas,BA,Nordeste,BUTANTAN/SINOVAC,26575,13471,13104
Alagoinhas,BA,Nordeste,FIOCRUZ/ASTRAZENECA,24560,20731,3829
Alagoinhas,BA,Nordeste,PFIZER/BIONTECH,7254,7252,2
Alcobaça,BA,Nordeste,BUTANTAN/SINOVAC,3723,2572,1151
Alcobaça,BA,Nordeste,FIOCRUZ/ASTRAZENECA,1183,1126,57
Almadina,BA,Nordeste,BUTANTAN/SINOVAC,1591,833,758
Almadina,BA,Nordeste,FIOCRUZ/ASTRAZENECA,1272,1084,188
Almadina,BA,Nordeste,PFIZER/BIONTECH,157,157,0
Almadina,BA,Nordeste,JANSSEN,35,0,0
Amargosa,BA,Nordeste,BUTANTAN/SINOVAC,7763,4146,3617
Amargosa,BA,Nordeste,FIOCRUZ/ASTRAZENECA,7651,6423,1228
Amargosa,BA,Nordeste,PFIZER/BIONTECH,1275,1273,2
Amélia Rodrigues,BA,Nordeste,FIOCRUZ/ASTRAZENECA,5264,4575,689
Amélia Rodrigues,BA,Nordeste,BUTANTAN/SINOVAC,4481,2442,2039
Amélia Rodrigues,BA,Nordeste,PFIZER/BIONTECH,1203,1198,5
América Dourada,BA,Nordeste,FIOCRUZ/ASTRAZENECA,7288,6303,985
América Dourada,BA,Nordeste,BUTANTAN/SINOVAC,2805,1455,1350
América Dourada,BA,Nordeste,PFIZER/BIONTECH,208,206,2
Anagé,BA,Nordeste,BUTANTAN/SINOVAC,5052,2606,2446
Anagé,BA,Nordeste,FIOCRUZ/ASTRAZENECA,3932,3670,262
Anagé,BA,Nordeste,PFIZER/BIONTECH,3,3,0
Andaraí,BA,Nordeste,FIOCRUZ/ASTRAZENECA,2781,2427,354
Andaraí,BA,Nordeste,BUTANTAN/SINOVAC,2172,1196,976
Andaraí,BA,Nordeste,PFIZER/BIONTECH,391,391,0
Andorinha,BA,Nordeste,FIOCRUZ/ASTRAZENECA,3881,3401,480
Andorinha,BA,Nordeste,BUTANTAN/SINOVAC,2780,1530,1250
Andorinha,BA,Nordeste,PFIZER/BIONTECH,667,667,0
Angical,BA,Nordeste,BUTANTAN/SINOVAC,3031,1605,1426
Angical,BA,Nordeste,FIOCRUZ/ASTRAZENECA,2493,2346,147
Angical,BA,Nordeste,PFIZER/BIONTECH,20,20,0
Anguera,BA,Nordeste,BUTANTAN/SINOVAC,2997,1606,1391
Anguera,BA,Nordeste,FIOCRUZ/ASTRAZENECA,2351,2050,301
Anguera,BA,Nordeste,PFIZER/BIONTECH,414,414,0
Antas,BA,Nordeste,BUTANTAN/SINOVAC,4311,2394,1917
Antas,BA,Nordeste,FIOCRUZ/ASTRAZENECA,4119,3861,258
Antas,BA,Nordeste,PFIZER/BIONTECH,67,67,0
Antônio Cardoso,BA,Nordeste,FIOCRUZ/ASTRAZENECA,2974,2703,271
Antônio Cardoso,BA,Nordeste,BUTANTAN/SINOVAC,2142,1108,1034
Antônio Cardoso,BA,Nordeste,PFIZER/BIONTECH,332,331,1
Antônio Gonçalves,BA,Nordeste,FIOCRUZ/ASTRAZENECA,2181,2098,83
Antônio Gonçalves,BA,Nordeste,BUTANTAN/SINOVAC,1780,964,816
Antônio Gonçalves,BA,Nordeste,PFIZER/BIONTECH,6,6,0
Aporá,BA,Nordeste,BUTANTAN/SINOVAC,1027,795,232
Aporá,BA,Nordeste,FIOCRUZ/ASTRAZENECA,375,371,4
Aporá,BA,Nordeste,PFIZER/BIONTECH,20,20,0
Apuarema,BA,Nordeste,FIOCRUZ/ASTRAZENECA,1808,1560,248
Apuarema,BA,Nordeste,BUTANTAN/SINOVAC,1609,845,764
Apuarema,BA,Nordeste,PFIZER/BIONTECH,307,307,0
Araçás,BA,Nordeste,FIOCRUZ/ASTRAZENECA,2503,2419,84
Araçás,BA,Nordeste,BUTANTAN/SINOVAC,1548,916,632
Araçás,BA,Nordeste,PFIZER/BIONTECH,317,317,0
Aracatu,BA,Nordeste,BUTANTAN/SINOVAC,2394,1536,858
Aracatu,BA,Nordeste,FIOCRUZ/ASTRAZENECA,1961,1921,40
Araci,BA,Nordeste,FIOCRUZ/ASTRAZENECA,9253,8006,1247
Araci,BA,Nordeste,BUTANTAN/SINOVAC,8748,4810,3938
Araci,BA,Nordeste,PFIZER/BIONTECH,1839,1837,2
Araci,BA,Nordeste,JANSSEN,186,0,0
Aramari,BA,Nordeste,FIOCRUZ/ASTRAZENECA,1908,1850,58
Aramari,BA,Nordeste,BUTANTAN/SINOVAC,1835,980,855
Arataca,BA,Nordeste,FIOCRUZ/ASTRAZENECA,2106,1917,189
Arataca,BA,Nordeste,BUTANTAN/SINOVAC,1674,937,737
Arataca,BA,Nordeste,PFIZER/BIONTECH,89,88,1
Aratuípe,BA,Nordeste,FIOCRUZ/ASTRAZENECA,1611,1410,201
Aratuípe,BA,Nordeste,BUTANTAN/SINOVAC,1387,758,629
Aratuípe,BA,Nordeste,PFIZER/BIONTECH,345,345,0
Aurelino Leal,BA,Nordeste,FIOCRUZ/ASTRAZENECA,2574,2347,227
Aurelino Leal,BA,Nordeste,BUTANTAN/SINOVAC,2153,1226,927
Aurelino Leal,BA,Nordeste,PFIZER/BIONTECH,438,438,0
Aurelino Leal,BA,Nordeste,JANSSEN,156,0,0
Baianópolis,BA,Nordeste,FIOCRUZ/ASTRAZENECA,3206,2889,317
Baianópolis,BA,Nordeste,BUTANTAN/SINOVAC,2146,1188,958
Baianópolis,BA,Nordeste,PFIZER/BIONTECH,437,435,2
Baianópolis,BA,Nordeste,JANSSEN,40,0,0
Baixa Grande,BA,Nordeste,BUTANTAN/SINOVAC,4417,2413,2004
Baixa Grande,BA,Nordeste,FIOCRUZ/ASTRAZENECA,3702,3424,278
Baixa Grande,BA,Nordeste,PFIZER/BIONTECH,399,399,0
Banzaê,BA,Nordeste,BUTANTAN/SINOVAC,5500,2829,2671
Banzaê,BA,Nordeste,FIOCRUZ/ASTRAZENECA,3726,3207,519
Banzaê,BA,Nordeste,PFIZER/BIONTECH,319,319,0
Banzaê,BA,Nordeste,JANSSEN,25,0,0
Barra,BA,Nordeste,FIOCRUZ/ASTRAZENECA,10522,9026,1496
Barra,BA,Nordeste,BUTANTAN/SINOVAC,7401,4106,3295
Barra,BA,Nordeste,PFIZER/BIONTECH,1255,1254,1
Barra Da Estiva,BA,Nordeste,FIOCRUZ/ASTRAZENECA,4414,3895,519
Barra Da Estiva,BA,Nordeste,BUTANTAN/SINOVAC,3500,1934,1566
Barra Da Estiva,BA,Nordeste,PFIZER/BIONTECH,661,660,1
Barra Da Estiva,BA,Nordeste,JANSSEN,66,0,0
Barra Do Choça,BA,Nordeste,BUTANTAN/SINOVAC,1647,869,778
Barra Do Choça,BA,Nordeste,FIOCRUZ/ASTRAZENECA,770,703,67
Barra Do Choça,BA,Nordeste,PFIZER/BIONTECH,12,12,0
Barra Do Mendes,BA,Nordeste,FIOCRUZ/ASTRAZENECA,4420,3619,801
Barra Do Mendes,BA,Nordeste,BUTANTAN/SINOVAC,3345,1723,1622
Barra Do Mendes,BA,Nordeste,PFIZER/BIONTECH,215,206,9
Barra Do Rocha,BA,Nordeste,FIOCRUZ/ASTRAZENECA,1171,1093,78
Barra Do Rocha,BA,Nordeste,BUTANTAN/SINOVAC,893,481,412
Barra Do Rocha,BA,Nordeste,PFIZER/BIONTECH,102,102,0
Barreiras,BA,Nordeste,FIOCRUZ/ASTRAZENECA,18133,16099,2034
Barreiras,BA,Nordeste,BUTANTAN/SINOVAC,17477,9479,7998
Barreiras,BA,Nordeste,PFIZER/BIONTECH,558,557,1
Barro Alto,BA,Nordeste,FIOCRUZ/ASTRAZENECA,5555,4813,742
Barro Alto,BA,Nordeste,BUTANTAN/SINOVAC,2857,1512,1345
Barro Alto,BA,Nordeste,PFIZER/BIONTECH,289,289,0
Barro Alto,BA,Nordeste,JANSSEN,15,0,0
Barro Preto,BA,Nordeste,BUTANTAN/SINOVAC,2336,1337,999
Barro Preto,BA,Nordeste,FIOCRUZ/ASTRAZENECA,1872,1705,167
Barro Preto,BA,Nordeste,PFIZER/BIONTECH,203,203,0
Barrocas,BA,Nordeste,BUTANTAN/SINOVAC,3161,1796,1365
Barrocas,BA,Nordeste,FIOCRUZ/ASTRAZENECA,2795,2397,398
Barrocas,BA,Nordeste,PFIZER/BIONTECH,619,618,1
Barrocas,BA,Nordeste,JANSSEN,110,0,0
Belmonte,BA,Nordeste,BUTANTAN/SINOVAC,2510,1738,772
Belmonte,BA,Nordeste,FIOCRUZ/ASTRAZENECA,949,872,77
Belo Campo,BA,Nordeste,FIOCRUZ/ASTRAZENECA,4409,3381,1028
Belo Campo,BA,Nordeste,BUTANTAN/SINOVAC,3798,2036,1762
Belo Campo,BA,Nordeste,PFIZER/BIONTECH,460,459,1
Biritinga,BA,Nordeste,FIOCRUZ/ASTRAZENECA,4484,3577,907
Biritinga,BA,Nordeste,BUTANTAN/SINOVAC,2812,1531,1281
Biritinga,BA,Nordeste,PFIZER/BIONTECH,668,663,5
Boa Nova,BA,Nordeste,BUTANTAN/SINOVAC,2855,1611,1244
Boa Nova,BA,Nordeste,FIOCRUZ/ASTRAZENECA,2111,1812,299
Boa Nova,BA,Nordeste,PFIZER/BIONTECH,301,301,0
Boa Vista Do Tupim,BA,Nordeste,FIOCRUZ/ASTRAZENECA,3546,3337,209
Boa Vista Do Tupim,BA,Nordeste,BUTANTAN/SINOVAC,3119,1759,1360
Boa Vista Do Tupim,BA,Nordeste,PFIZER/BIONTECH,158,158,0
Bom Jesus Da Lapa,BA,Nordeste,FIOCRUZ/ASTRAZENECA,15413,14514,899
Bom Jesus Da Lapa,BA,Nordeste,BUTANTAN/SINOVAC,10160,5205,4955
Bom Jesus Da Lapa,BA,Nordeste,PFIZER/BIONTECH,456,456,0
Bom Jesus Da Serra,BA,Nordeste,BUTANTAN/SINOVAC,2437,1268,1169
Bom Jesus Da Serra,BA,Nordeste,FIOCRUZ/ASTRAZENECA,2056,1720,336
Bom Jesus Da Serra,BA,Nordeste,PFIZER/BIONTECH,327,322,5
Boninal,BA,Nordeste,FIOCRUZ/ASTRAZENECA,2989,2675,314
Boninal,BA,Nordeste,BUTANTAN/SINOVAC,2755,1521,1234
Boninal,BA,Nordeste,PFIZER/BIONTECH,59,59,0
Bonito,BA,Nordeste,FIOCRUZ/ASTRAZENECA,8068,7744,324
Bonito,BA,Nordeste,BUTANTAN/SINOVAC,2024,1026,998
Bonito,BA,Nordeste,PFIZER/BIONTECH,151,151,0
Boquira,BA,Nordeste,BUTANTAN/SINOVAC,4792,2399,2393
Boquira,BA,Nordeste,FIOCRUZ/ASTRAZENECA,3544,3192,352
Boquira,BA,Nordeste,PFIZER/BIONTECH,302,301,1
Botuporã,BA,Nordeste,BUTANTAN/SINOVAC,2336,1228,1108
Botuporã,BA,Nordeste,FIOCRUZ/ASTRAZENECA,1559,1455,104
Botuporã,BA,Nordeste,PFIZER/BIONTECH,208,208,0
Brejões,BA,Nordeste,BUTANTAN/SINOVAC,1458,1201,257
Brejões,BA,Nordeste,FIOCRUZ/ASTRAZENECA,840,793,47
Brejolândia,BA,Nordeste,BUTANTAN/SINOVAC,1629,874,755
Brejolândia,BA,Nordeste,FIOCRUZ/ASTRAZENECA,1076,910,166
Brejolândia,BA,Nordeste,PFIZER/BIONTECH,122,122,0
Brejolândia,BA,Nordeste,JANSSEN,7,0,0
Brotas De Macaúbas,BA,Nordeste,FIOCRUZ/ASTRAZENECA,3189,2660,529
Brotas De Macaúbas,BA,Nordeste,BUTANTAN/SINOVAC,2528,1308,1220
Brotas De Macaúbas,BA,Nordeste,PFIZER/BIONTECH,146,146,0
Brumado,BA,Nordeste,FIOCRUZ/ASTRAZENECA,13183,12094,1089
Brumado,BA,Nordeste,BUTANTAN/SINOVAC,13175,6715,6460
Brumado,BA,Nordeste,PFIZER/BIONTECH,289,289,0
Buerarema,BA,Nordeste,BUTANTAN/SINOVAC,5070,2712,2358
Buerarema,BA,Nordeste,FIOCRUZ/ASTRAZENECA,4934,4298,636
Buerarema,BA,Nordeste,PFIZER/BIONTECH,435,434,1
Buritirama,BA,Nordeste,FIOCRUZ/ASTRAZENECA,4753,4527,226
Buritirama,BA,Nordeste,BUTANTAN/SINOVAC,3297,1787,1510
Buritirama,BA,Nordeste,PFIZER/BIONTECH,861,861,0
Buritirama,BA,Nordeste,JANSSEN,141,0,0
Caatiba,BA,Nordeste,FIOCRUZ/ASTRAZENECA,1686,1527,159
Caatiba,BA,Nordeste,BUTANTAN/SINOVAC,1642,909,733
Caatiba,BA,Nordeste,PFIZER/BIONTECH,224,223,1
Caatiba,BA,Nordeste,JANSSEN,2,0,0
Cabaceiras Do Paraguaçu,BA,Nordeste,FIOCRUZ/ASTRAZENECA,3329,3040,289
Cabaceiras Do Paraguaçu,BA,Nordeste,BUTANTAN/SINOVAC,2825,1484,1341
Cabaceiras Do Paraguaçu,BA,Nordeste,PFIZER/BIONTECH,571,571,0
Cachoeira,BA,Nordeste,FIOCRUZ/ASTRAZENECA,9723,7897,1826
Cachoeira,BA,Nordeste,BUTANTAN/SINOVAC,5499,3017,2482
Cachoeira,BA,Nordeste,PFIZER/BIONTECH,785,784,1
Caculé,BA,Nordeste,FIOCRUZ/ASTRAZENECA,7571,6555,1016
